ph,Solids,Chloramines,Sulfate,Trihalomethanes,Turbidity,Potability
7.34,360.32,2.09,444.51,213.87,3.19,0
7.64,752.9,0.03,92.83,139.74,1.8,0
7.92,119.2,1.14,367.21,139.2,4.7,0
7.59,510.32,2.07,299.29,142.6,3.81,0
6.95,903.19,2.48,91.9,192.44,0.0,0
8.41,555.98,0.49,319.53,166.78,1.4,1
8.16,0.0,2.16,437.41,61.21,19.38,0
6.94,0.0,2.59,453.42,31.62,15.97,0
6.88,0.0,1.28,448.67,87.7,17.27,0
7.99,763.81,1.59,370.88,79.6,9.68,0
6.52,530.59,1.16,399.73,12.12,16.73,0
7.28,1326.17,1.6,100.48,84.4,17.95,0
8.27,1014.61,2.58,66.05,42.15,8.41,0
7.09,515.26,0.36,161.82,97.4,18.45,0
6.72,131.1,2.02,186.28,58.61,10.04,0
7.93,322.35,0.0,275.35,99.09,5.04,0
7.13,1011.84,2.48,119.54,95.31,20.11,0
7.39,985.11,1.82,314.77,14.68,13.56,0
8.17,200.97,2.53,190.92,41.58,15.54,0
8.01,915.95,1.96,211.27,26.14,17.35,0
7.72,753.57,1.24,0.0,84.44,13.23,0
8.04,823.8,1.98,266.62,51.32,5.67,0
6.42,359.09,0.54,108.89,14.76,9.19,0
7.82,959.55,0.67,210.3,54.79,10.7,0
8.46,139.46,0.42,388.65,51.83,6.07,0
6.98,752.83,0.19,105.46,79.81,10.22,0
7.02,0.0,1.17,294.6,82.84,7.36,0
6.63,399.02,2.69,375.22,73.0,7.01,0
6.34,694.03,2.99,397.31,0.55,12.83,0
8.15,656.29,1.83,318.14,72.1,6.78,0
7.01,486.85,1.32,25.44,70.77,9.66,0
6.66,618.87,1.69,365.8,34.92,6.88,0
7.21,189.67,1.52,109.14,34.9,19.14,0
8.36,149.6,0.0,186.3,76.91,14.71,1
7.46,358.18,1.57,234.36,42.47,18.66,0
7.52,608.49,0.6,144.12,22.99,10.3,0
6.74,869.92,1.34,23.61,0.0,13.74,0
6.67,852.01,2.15,412.14,63.76,9.01,0
7.04,529.84,2.32,0.0,40.22,13.99,0
8.18,479.72,1.89,444.7,46.03,19.78,0
8.17,151.56,1.69,209.55,15.06,6.57,1
7.27,88.95,1.19,271.04,61.45,11.52,0
8.04,0.0,0.34,251.44,84.06,14.8,0
7.72,806.68,0.0,37.58,103.81,13.49,0
7.48,417.32,1.28,167.82,38.5,17.03,0
6.32,274.91,1.29,338.3,92.96,12.85,0
7.5,856.87,1.8,365.3,82.46,6.72,0
7.48,834.52,1.56,382.72,90.92,10.16,0
8.51,979.67,2.32,210.01,64.1,8.0,1
6.29,745.77,2.69,321.62,36.36,8.48,0
6.89,643.53,0.82,72.36,85.85,5.74,0
6.79,370.79,1.43,68.06,50.42,20.83,0
7.6,604.19,0.77,209.7,69.87,7.24,0
7.79,467.25,0.3,373.52,84.32,13.85,0
7.21,549.33,1.36,271.83,67.0,8.28,0
6.47,613.04,3.2,471.53,9.23,11.09,0
7.39,551.66,1.19,288.31,71.07,11.87,0
8.23,655.96,2.97,322.39,77.44,11.33,0
6.56,636.48,2.03,105.05,2.98,15.73,0
7.46,315.85,0.12,471.39,89.8,9.76,0
6.49,877.13,0.0,359.07,20.88,9.7,0
6.26,550.38,0.0,137.62,0.84,11.15,0
7.86,302.77,0.76,158.73,63.91,14.28,0
7.41,550.64,1.22,151.37,16.13,7.66,0
7.2,529.16,0.28,445.55,20.67,16.99,1
7.4,314.73,2.11,247.62,29.85,18.37,1
7.41,19.55,2.02,340.57,73.99,8.75,0
7.42,604.5,1.53,357.02,0.0,9.38,0
8.3,48.44,1.27,100.12,71.65,16.71,0
7.24,648.66,0.88,0.0,20.6,11.61,0
7.91,608.55,0.19,0.0,70.81,10.58,0
7.35,201.82,2.04,66.71,40.17,15.21,0
6.84,598.53,2.21,405.48,89.89,14.07,0
7.31,803.17,0.77,196.83,9.14,8.32,0
7.75,146.54,1.37,307.0,62.72,17.34,0
8.0,0.0,0.57,346.36,90.66,7.93,0
8.43,370.88,1.39,36.21,69.85,7.6,0
7.35,189.27,0.86,78.92,6.68,20.29,1
8.22,531.46,2.15,101.8,22.79,17.03,1
8.23,281.82,0.79,61.47,28.28,13.76,0
6.93,389.37,2.2,418.76,23.2,9.75,0
7.71,290.63,1.19,90.94,44.23,19.69,0
6.97,600.57,2.63,80.13,59.16,6.74,0
6.95,823.22,0.59,408.85,0.0,11.75,0
7.34,155.35,2.86,266.96,46.27,14.49,0
6.8,508.16,2.17,331.63,75.27,14.48,0
7.38,135.76,1.4,88.75,81.4,13.56,0
6.9,657.4,1.13,208.82,48.41,17.35,0
6.99,374.58,0.0,366.76,90.48,10.54,0
7.27,690.97,0.67,239.88,56.39,12.63,0
7.25,323.2,1.18,475.34,80.88,8.92,0
7.74,133.3,0.8,309.31,34.34,15.8,0
8.28,351.02,0.5,414.47,11.73,14.35,0
8.02,854.4,2.6,0.0,1.65,9.49,0
7.65,972.31,0.0,381.84,48.95,15.53,0
7.46,26.16,1.27,138.79,90.68,9.88,0
8.77,379.14,0.43,345.46,65.33,13.41,0
8.33,883.6,1.03,479.93,26.92,19.02,0
7.94,807.81,0.23,78.43,73.22,11.09,0
7.98,774.61,1.18,242.1,6.38,7.21,0
8.27,582.31,2.6,305.9,29.71,10.07,0
7.82,751.94,0.5,34.6,62.33,9.74,0
7.79,855.69,0.62,103.12,14.25,5.91,0
7.75,425.5,1.74,291.69,43.16,7.79,1
7.24,101.69,2.04,133.81,19.85,14.28,0
8.22,0.0,2.58,514.1,84.09,13.19,0
7.93,510.43,2.01,233.03,23.04,13.09,0
7.16,689.56,1.36,366.35,39.04,15.27,0
7.94,103.13,2.19,287.42,24.17,16.09,0
8.28,895.57,2.09,202.0,42.25,7.73,0
7.0,821.99,0.59,294.91,7.19,11.98,0
6.45,740.99,1.99,371.83,90.84,6.66,0
8.64,1149.58,2.04,419.86,0.0,8.66,0
8.42,326.77,3.24,201.19,49.6,10.21,0
7.12,790.78,2.86,239.32,39.74,17.8,0
7.34,853.65,2.3,60.93,78.36,12.89,0
8.41,922.69,0.95,396.32,44.45,6.64,0
7.18,694.29,2.76,149.29,109.03,8.26,1
8.38,626.03,1.28,195.35,69.39,14.33,0
7.12,327.23,1.72,259.7,60.91,16.03,0
8.32,495.57,0.0,316.89,17.53,19.29,0
7.49,898.76,1.32,0.0,94.04,16.15,0
6.74,698.61,2.8,0.0,10.83,18.34,0
7.31,76.45,2.19,385.67,8.23,19.42,0
7.13,813.45,0.83,50.42,52.92,16.5,1
6.46,1042.9,2.33,342.25,105.43,12.46,1
8.1,726.93,2.58,367.66,6.58,12.31,0
8.04,196.93,1.81,143.44,73.64,5.98,0
7.25,18.97,1.9,0.0,83.9,11.05,0
7.7,0.0,2.75,51.32,83.51,10.8,1
7.34,219.28,0.82,378.04,36.96,6.45,0
8.28,320.02,1.52,367.67,54.14,12.91,0
8.39,624.32,1.09,326.69,52.87,15.33,0
6.57,536.15,2.54,391.24,35.3,8.18,0
7.38,0.0,0.68,214.99,26.7,11.89,0
7.64,331.78,1.25,404.93,23.36,18.98,0
7.75,940.17,0.83,462.05,34.96,6.12,0
6.89,595.95,1.87,272.71,39.18,12.55,0
6.68,765.1,1.66,335.09,39.48,13.85,0
9.27,2031.3,1.79,551.01,11.18,3.18,0
9.08,2345.92,3.08,521.47,36.78,3.76,0
5.36,2671.62,1.79,134.93,82.99,3.23,0
9.32,944.65,0.32,426.47,103.0,2.04,0
5.48,2517.52,0.12,140.82,90.56,0.1,0
9.06,3125.12,0.04,52.61,9.48,4.59,0
10.16,2511.72,2.46,320.94,41.99,3.04,0
10.26,2355.71,1.18,176.63,42.73,1.35,0
6.46,1470.37,1.01,378.02,1.33,0.56,0
9.08,972.79,1.64,79.4,49.24,3.38,0
11.1,2438.82,2.86,461.93,100.89,3.79,0
11.05,1527.16,1.27,103.9,85.48,4.17,1
5.86,2485.56,0.75,80.61,48.31,3.71,1
5.29,3128.4,1.99,79.37,0.0,6.19,0
6.18,1377.34,1.62,444.01,39.38,2.06,1
10.35,3447.39,1.65,501.82,22.87,0.51,0
6.09,2869.19,0.0,242.99,4.96,3.54,0
9.23,2676.22,0.49,511.34,70.32,3.11,0
5.46,3742.21,1.27,310.84,33.14,1.26,0
10.6,3009.8,2.54,391.87,75.43,0.28,0
5.43,3234.21,2.81,192.51,88.49,2.37,0
5.86,2406.78,1.23,44.48,57.39,1.6,0
5.47,2101.18,0.09,55.33,45.92,1.43,0
5.03,2600.92,1.22,220.73,43.47,3.46,0
9.55,1241.29,1.99,471.74,67.82,2.51,0
5.0,3615.32,1.39,458.27,70.8,1.84,0
10.15,1968.33,0.64,366.77,80.54,2.69,0
9.65,3220.47,2.49,2.96,89.46,0.5,0
4.87,3077.18,1.3,262.52,60.88,2.02,0
9.96,2263.92,1.38,228.58,68.51,3.08,0
5.05,3151.32,0.97,0.0,41.41,2.87,0
10.23,1085.85,0.5,236.21,34.61,1.04,0
6.16,1226.23,0.49,470.03,0.0,2.74,0
6.08,2992.64,0.98,233.97,74.18,2.62,0
10.64,3241.07,0.39,148.74,48.79,0.6,0
6.58,3595.75,0.3,77.39,82.58,2.24,0
6.22,2595.13,0.24,150.02,10.16,0.85,0
10.78,2555.14,1.71,452.5,9.05,2.07,0
9.36,2942.33,2.05,98.51,86.76,4.83,0
4.2,1338.95,2.35,228.3,58.54,2.24,0
8.91,1833.35,0.87,171.45,11.04,2.1,1
10.55,2976.87,1.49,205.77,53.88,3.37,0
6.31,1913.28,1.94,450.69,67.71,3.04,0
6.5,2448.24,2.42,417.12,83.49,3.04,0
5.77,1264.52,0.0,167.5,53.18,1.49,0
9.32,3141.24,3.38,431.97,96.87,4.12,0
9.15,3043.89,2.54,386.52,47.09,1.41,0
9.33,3675.85,1.95,126.59,81.73,3.86,0
4.18,1561.5,0.9,455.49,60.23,4.14,0
5.79,3341.04,2.54,202.89,5.05,5.1,1
10.77,3861.99,0.97,101.74,93.47,3.85,0
9.94,3531.12,1.38,72.84,105.64,1.26,0
5.42,1180.06,2.13,89.57,54.44,4.24,0
5.52,3402.77,0.18,477.29,43.87,2.48,0
10.85,512.67,9.48,488.38,47.47,0.52,0
8.07,979.72,10.85,165.99,60.27,4.18,0
5.8,237.13,4.55,16.86,61.13,1.27,0
9.41,687.41,5.31,94.65,48.85,4.04,0
5.77,501.31,8.68,406.3,2.73,2.92,0
10.29,1090.91,6.49,162.01,78.46,0.73,0
4.91,488.4,8.99,103.02,36.35,1.77,0
4.04,808.19,9.17,225.95,50.85,2.31,0
5.06,25.75,3.8,60.62,42.89,4.66,0
5.85,129.07,9.08,499.64,61.43,0.25,0
9.72,315.96,3.86,229.44,40.56,3.57,0
4.76,793.18,6.67,341.92,83.79,2.86,0
10.27,395.15,3.54,70.02,46.35,2.35,0
6.15,731.89,10.21,35.85,21.58,0.84,0
10.66,614.24,9.45,331.8,36.62,4.78,0
10.15,192.86,8.34,303.15,60.41,2.14,0
5.78,1007.4,4.73,250.27,50.5,0.97,1
4.46,788.22,9.0,487.08,41.52,1.28,0
10.98,239.14,5.83,445.63,81.14,0.98,1
11.01,913.71,3.42,235.7,68.99,0.57,0
10.03,445.09,7.87,335.68,38.07,0.44,0
8.82,450.08,10.89,57.36,51.64,2.46,0
8.48,391.43,8.13,119.58,34.44,1.67,0
5.52,852.66,8.97,121.86,65.11,1.55,0
5.61,549.16,6.12,421.45,43.22,2.82,0
4.55,830.46,7.72,495.31,55.76,4.18,0
8.93,373.39,9.76,299.16,104.92,3.53,0
8.74,336.33,8.83,294.48,42.67,3.1,0
9.12,604.37,7.99,360.95,0.0,2.01,0
10.49,892.92,8.1,314.69,6.7,4.4,0
8.84,0.0,8.41,46.24,7.55,0.83,0
6.05,684.93,10.69,516.57,58.53,1.73,0
8.04,888.89,9.04,33.67,86.21,0.51,0
11.11,892.74,6.47,197.72,62.22,3.98,0
9.05,371.82,5.0,322.71,37.24,1.7,0
9.14,803.39,5.64,491.58,22.72,3.69,0
8.65,502.87,10.95,276.55,8.36,0.51,0
4.12,275.93,4.6,428.67,60.55,1.01,0
8.67,0.0,8.14,65.51,72.63,2.32,0
4.65,911.36,8.15,293.03,32.0,1.86,0
5.53,231.26,11.68,108.95,27.59,3.54,0
4.05,192.63,8.93,64.76,112.3,3.49,1
9.36,421.94,7.11,149.96,86.0,3.77,1
10.28,551.51,9.26,583.54,29.42,0.6,0
8.47,331.13,9.77,159.67,67.99,1.42,0
10.67,557.58,8.16,290.83,33.8,0.94,0
8.41,987.31,6.17,157.99,27.56,4.26,0
10.57,204.34,9.64,44.59,75.96,4.01,0
5.93,0.0,9.47,435.95,16.37,2.89,0
5.43,287.48,7.19,298.7,17.04,4.28,0
4.17,278.2,6.3,277.71,67.73,1.86,0
9.18,463.92,4.46,47.33,71.86,1.37,0
5.43,113.82,7.81,350.13,53.68,2.64,1
8.89,78.07,10.13,0.0,0.69,1.78,0
4.19,577.72,1.84,678.92,93.36,2.65,1
9.23,502.55,1.03,529.63,18.01,1.4,0
4.95,375.59,2.74,547.91,25.53,2.44,0
10.98,955.25,0.28,970.11,30.87,0.9,0
9.86,1091.37,1.64,447.0,6.96,3.02,0
9.37,0.0,0.07,512.79,8.26,1.68,0
10.54,65.93,2.28,991.13,64.04,0.8,0
4.02,152.5,3.06,693.22,45.96,2.77,0
8.79,510.7,0.44,820.53,0.0,0.38,0
4.16,42.05,3.38,1053.47,69.54,0.94,0
10.62,75.83,0.46,964.83,30.12,0.63,0
9.26,298.03,2.41,1111.76,10.75,2.14,1
4.38,788.66,1.57,495.35,64.05,2.29,0
9.05,452.88,2.57,760.43,27.68,3.16,1
10.15,681.64,1.48,782.71,44.82,4.58,0
4.42,453.68,0.58,1199.4,38.76,3.59,0
8.6,508.07,1.93,611.82,52.41,5.07,0
10.45,658.67,0.43,713.63,0.0,4.71,1
4.42,0.0,1.0,836.99,0.0,2.48,0
8.89,432.99,2.79,790.85,59.08,0.49,0
9.78,218.74,2.23,576.73,55.77,3.13,0
9.15,373.61,2.42,655.04,27.24,1.38,0
4.35,515.94,0.24,797.58,26.2,4.69,0
4.64,904.59,0.33,1127.91,18.94,1.17,0
8.77,286.92,2.88,964.62,37.81,2.65,0
4.95,404.12,0.58,656.12,99.2,0.61,0
5.79,327.57,2.86,529.02,44.68,0.0,0
8.68,682.06,2.14,897.58,40.43,3.59,0
6.02,609.06,2.62,1201.85,56.27,3.06,0
4.55,922.19,0.07,766.19,70.07,1.31,0
5.35,20.88,1.95,630.21,38.07,4.04,0
4.26,150.53,3.05,892.43,40.82,1.06,0
4.97,1030.27,2.57,661.11,22.14,1.18,0
10.66,699.74,0.58,741.42,44.58,0.78,0
4.78,948.69,1.45,623.48,0.0,3.77,0
5.41,1112.83,3.11,816.53,24.05,0.59,0
8.92,0.0,2.35,567.38,55.33,3.53,0
6.22,137.07,2.65,521.66,0.0,3.56,0
4.13,392.33,1.45,401.34,51.28,0.41,0
9.73,555.43,0.02,528.24,37.7,3.21,0
4.84,235.21,2.69,602.65,33.09,1.13,0
10.06,54.93,3.13,715.7,81.96,2.38,0
5.31,555.92,3.07,1248.2,67.33,1.65,0
9.3,19.9,1.47,570.99,92.96,0.6,1
4.98,586.44,1.53,1102.04,89.91,5.84,0
10.55,472.81,0.69,833.3,81.94,2.8,1
4.76,545.65,0.28,1179.09,51.13,1.39,0
4.22,335.91,0.73,1003.26,82.74,0.87,0
8.84,788.87,2.37,814.79,16.26,3.74,0
10.23,703.58,0.0,978.5,48.12,2.94,0
8.89,868.6,2.63,1076.86,91.67,4.39,0
9.32,913.49,1.5,875.91,86.26,2.64,0
6.35,495.15,1.93,608.02,82.1,0.1,0
10.7,310.43,2.87,470.06,74.34,0.0,0
4.2,1014.38,0.0,197.8,169.96,0.97,0
4.09,413.9,2.91,343.32,125.82,2.27,0
9.45,925.96,1.19,257.08,171.53,4.28,0
5.68,311.92,1.16,359.48,161.04,0.65,0
5.92,548.46,0.15,56.84,136.45,1.18,0
4.46,298.59,1.92,28.43,228.96,2.95,0
9.26,778.42,2.78,67.21,158.14,4.1,0
9.36,732.06,0.86,339.23,179.8,3.49,0
8.47,484.68,2.99,200.96,109.73,3.24,0
9.2,62.48,0.07,373.96,202.98,1.9,1
4.75,862.16,1.29,386.34,228.56,2.92,1
6.06,483.0,0.36,89.98,127.08,3.08,0
10.71,535.53,0.51,79.27,149.08,2.53,0
5.88,288.98,1.41,310.41,91.95,4.73,0
9.01,0.0,1.28,285.59,232.44,5.08,1
5.61,657.7,2.29,0.0,143.02,0.71,0
8.57,934.17,0.33,87.27,139.55,3.52,0
4.68,113.64,0.55,154.46,127.47,2.35,1
10.24,0.0,0.43,130.59,178.1,1.81,0
4.17,0.0,1.88,301.98,214.49,2.06,0
9.88,662.9,1.22,123.96,240.4,3.63,0
9.28,669.32,2.14,98.02,180.32,1.38,0
9.65,304.87,0.0,285.76,155.17,2.47,0
5.3,195.84,1.75,52.53,182.94,4.16,0
10.72,594.53,1.28,45.27,138.67,2.13,0
5.45,54.42,0.5,197.69,249.2,3.52,0
10.27,637.57,0.02,154.3,123.39,4.35,0
11.05,67.08,1.48,202.74,125.68,1.94,0
4.62,937.61,1.31,57.88,259.26,0.0,0
6.3,265.89,1.18,475.22,158.89,0.66,0
5.4,497.72,2.01,0.0,119.22,2.61,0
5.88,386.3,1.91,26.01,219.5,1.23,0
4.12,841.03,3.48,401.67,216.47,3.46,0
5.83,779.97,1.47,348.71,185.5,4.07,0
8.75,444.55,1.58,165.5,228.54,4.27,0
9.58,678.78,0.99,213.69,202.47,1.5,1
10.86,544.11,1.42,226.75,219.01,4.33,0
9.44,866.68,2.18,289.91,228.34,2.37,0
4.6,413.33,1.69,349.47,241.72,1.4,0
10.43,17.77,0.37,336.76,164.22,2.33,0
5.64,442.78,1.39,413.63,228.52,2.89,0
5.56,676.71,1.99,92.24,172.17,5.38,0
5.73,61.09,0.06,448.62,198.69,4.72,0
4.04,1062.61,2.24,161.27,115.44,3.27,0
9.58,790.67,0.37,219.37,104.48,3.21,0
8.9,123.46,1.35,501.27,210.96,4.37,0
4.31,813.43,2.14,203.31,150.73,2.01,0
10.96,786.61,2.16,335.75,123.49,3.03,0
9.09,2.15,0.0,240.66,148.63,0.37,0
9.94,133.45,2.83,488.56,128.87,4.66,0
10.6,575.65,2.62,10.52,223.97,4.14,0
4.5,124.46,0.0,274.88,98.99,2.08,0
5.58,920.07,1.77,298.23,167.34,2.36,0
6.3,608.63,0.9,327.75,178.13,4.34,0
6.01,997.68,2.86,0.0,37.36,15.32,0
6.08,345.38,1.53,178.21,43.1,5.93,0
5.78,549.12,0.0,305.75,8.81,6.36,0
10.54,916.17,0.93,337.78,111.88,15.39,0
9.9,285.91,1.4,233.6,81.97,13.37,0
5.97,433.24,0.21,138.33,37.51,8.36,0
4.05,542.41,2.43,250.93,72.91,11.42,1
4.54,303.19,3.31,271.37,49.68,11.66,0
5.37,766.85,1.38,200.85,7.29,15.01,0
9.65,40.17,1.26,179.14,25.97,16.65,0
5.08,602.17,1.24,17.28,112.63,11.51,1
8.63,0.0,1.51,30.03,30.61,7.23,0
5.87,425.94,1.77,227.41,13.22,6.97,1
9.52,214.41,0.54,108.81,96.4,14.98,0
4.92,124.87,2.57,180.11,46.71,13.5,0
10.58,373.17,2.29,0.0,55.11,14.78,0
10.14,630.11,2.55,282.96,69.43,15.73,1
5.96,153.48,0.65,163.22,0.0,11.83,0
9.72,1054.39,0.22,204.15,63.71,16.06,0
9.15,746.75,0.0,337.83,99.77,4.8,0
9.47,140.6,1.21,95.54,80.3,5.39,0
10.23,383.4,2.09,282.58,36.91,11.57,1
4.36,1017.78,1.28,509.28,64.66,13.02,0
9.76,153.06,1.5,104.83,51.75,12.61,0
10.75,587.69,1.17,358.63,31.55,7.51,0
9.82,769.23,1.86,0.0,21.88,6.12,0
5.39,88.1,1.63,20.67,28.01,20.07,0
4.59,266.31,0.54,473.51,0.0,9.4,0
10.39,647.92,2.6,113.78,20.69,15.76,0
10.19,263.42,1.65,248.92,55.98,17.97,0
8.52,361.49,2.84,239.15,27.82,7.05,0
10.84,747.5,1.49,52.55,1.71,5.23,1
4.15,435.99,0.89,118.45,85.39,9.75,0
4.93,490.98,1.42,532.94,30.43,10.67,0
4.95,935.5,1.38,90.88,63.39,13.51,0
10.69,827.19,0.24,312.58,75.38,12.97,0
5.8,465.14,1.95,483.4,54.59,15.46,0
5.23,170.88,1.17,471.26,87.66,7.08,0
4.82,458.37,0.36,106.79,51.37,15.02,1
9.02,170.46,3.29,211.66,36.27,11.84,1
9.68,621.76,0.25,463.89,68.18,8.56,0
4.68,319.74,2.98,473.23,17.48,17.68,0
9.41,0.0,2.19,357.54,28.61,15.45,0
10.73,155.5,0.94,85.57,71.03,14.88,0
5.2,1046.56,1.12,467.84,57.14,9.02,0
6.45,282.42,2.45,226.33,66.2,7.03,0
4.17,758.34,3.31,166.53,0.0,9.52,0
8.59,693.12,1.23,443.33,4.22,5.92,0
4.96,600.07,2.31,315.38,55.7,9.59,0
6.53,403.36,0.23,389.42,17.57,8.76,0
4.53,236.67,2.05,34.87,31.17,12.26,0
8.9,526.5,0.77,140.08,16.18,19.44,0
4.78,93.28,2.03,239.47,90.25,12.41,0
6.18,674.43,0.53,269.1,17.15,17.64,0
8.04,2234.03,9.47,413.32,14.37,0.93,0
8.01,3327.78,9.25,192.29,97.51,2.79,1
6.51,2664.09,10.72,252.14,45.87,0.5,0
7.03,1767.93,11.11,232.02,69.5,4.87,0
6.7,3065.28,9.32,282.88,50.27,2.02,0
8.23,3365.86,6.78,280.46,96.41,3.79,0
7.04,1018.47,4.18,114.2,0.0,3.11,0
6.69,3066.72,11.29,520.35,48.29,3.97,0
7.66,3551.31,4.59,330.65,3.31,3.9,0
5.97,3653.25,5.73,231.06,62.97,1.82,0
7.79,2345.28,11.17,475.1,71.05,1.03,0
7.88,3163.44,8.19,343.07,0.0,0.58,0
7.92,1712.46,3.42,168.29,37.09,2.29,0
7.85,1203.67,3.86,92.72,10.93,3.84,0
7.24,2128.74,7.76,488.14,59.01,2.39,0
7.3,1469.02,6.82,367.66,57.31,1.94,0
6.91,3754.65,9.98,161.36,60.79,3.47,0
7.13,1145.13,9.23,53.89,0.0,1.3,0
6.69,1591.59,3.96,0.0,27.75,1.11,0
7.38,3534.1,8.33,159.92,108.25,2.48,0
8.54,2523.51,6.91,93.23,39.77,0.22,0
8.09,2296.85,4.44,356.21,78.71,2.95,0
6.97,2515.87,9.35,31.81,29.89,2.01,0
7.27,2831.07,6.01,262.86,21.83,0.46,0
8.49,2655.5,9.99,168.54,115.64,5.43,0
8.07,2926.52,3.96,488.1,46.1,4.38,0
6.71,3827.64,4.79,188.82,20.18,0.53,1
8.44,1374.97,8.92,59.95,58.18,4.75,0
7.71,3459.94,8.77,528.85,76.34,1.9,0
7.87,2792.93,9.29,403.58,46.34,1.91,0
7.96,2519.12,8.07,33.6,89.33,4.2,1
7.55,4007.92,10.71,376.68,10.3,1.48,0
7.35,1965.4,6.68,455.44,86.49,5.02,0
8.26,1613.5,10.72,326.52,34.35,4.12,0
6.68,2648.13,8.5,462.51,9.85,1.38,0
7.98,3476.2,8.89,180.59,83.73,1.15,0
8.06,2063.95,6.49,158.4,37.82,3.34,0
7.63,2667.67,7.56,309.18,46.12,3.05,0
8.03,1633.56,10.12,452.37,34.23,2.84,0
7.41,2972.39,11.64,542.31,107.08,2.51,0
7.44,1267.53,8.57,391.73,42.32,1.38,0
8.18,2250.26,7.31,282.6,74.62,4.62,0
7.95,1901.24,4.41,350.9,16.13,3.63,0
8.04,3947.53,8.5,147.58,58.03,2.97,0
7.36,3400.16,4.42,317.5,98.47,4.99,0
8.43,2068.81,5.52,25.91,23.13,2.2,1
7.08,1062.12,6.07,460.57,36.93,3.82,0
7.27,1705.57,9.83,293.79,11.64,2.38,0
6.92,3548.68,6.24,270.08,38.27,1.63,0
8.01,3438.43,11.25,187.99,71.41,2.02,0
7.48,3904.89,8.85,175.91,40.16,2.27,0
7.13,3114.86,2.42,108.85,44.58,1.6,0
7.77,3034.53,5.32,308.08,68.65,1.05,1
7.42,1028.23,0.8,786.69,66.15,4.46,0
6.76,1785.77,1.21,1184.75,40.41,3.03,0
7.51,3619.19,1.08,723.5,55.8,2.25,0
7.26,2569.86,0.6,979.68,69.54,0.28,0
8.22,2219.01,0.54,638.42,116.34,3.14,0
7.72,3671.4,2.32,965.73,81.97,3.69,0
7.12,3723.42,1.68,989.5,85.6,0.49,0
7.19,2999.85,0.42,631.83,37.37,0.74,0
7.36,1162.81,0.43,708.35,81.71,2.49,0
6.76,1389.33,0.26,556.75,37.93,1.72,0
7.08,3847.55,1.66,900.11,0.0,4.21,0
8.41,1424.98,0.92,716.01,0.0,2.02,0
6.86,1106.49,1.58,1001.12,93.76,2.67,0
6.54,3418.59,0.92,1001.01,13.27,2.91,0
8.26,2724.59,1.43,772.8,69.31,3.74,0
8.52,1666.13,0.0,650.03,62.21,2.69,0
7.7,1732.18,2.22,1043.35,40.42,0.88,0
8.02,3877.59,1.2,1109.31,47.34,4.61,0
6.51,1024.1,0.42,645.79,37.0,4.63,0
6.34,4000.8,2.53,1133.31,40.1,0.11,0
6.99,3787.53,0.36,1044.24,79.01,1.41,0
6.68,3677.76,2.16,593.48,10.89,2.48,0
8.25,1191.99,2.94,891.83,0.0,2.4,0
8.58,3078.87,2.58,891.87,34.68,1.42,0
7.76,1159.67,0.6,1213.94,83.28,1.31,0
7.06,1276.72,0.81,690.35,22.05,4.64,0
6.87,1694.16,1.89,723.77,24.92,1.66,1
7.9,2904.13,1.61,988.43,26.13,2.76,0
7.75,3919.2,0.0,759.42,56.8,2.58,0
6.88,3561.6,3.56,437.98,42.05,3.28,0
6.86,1533.59,1.03,724.76,25.91,0.79,0
8.02,2716.78,1.95,953.47,52.33,4.15,0
8.04,1540.51,2.65,789.18,73.77,4.24,1
6.99,3373.83,0.53,669.71,33.74,3.29,0
7.49,3105.57,1.33,638.35,81.46,1.15,0
8.67,1550.53,1.8,1210.68,23.23,2.0,0
7.5,3288.51,1.48,801.74,3.44,3.57,0
7.67,3349.21,2.47,618.3,76.43,1.43,0
8.19,1941.03,0.0,662.38,61.09,3.01,0
6.67,4017.61,2.55,591.33,106.69,1.61,0
7.98,3950.25,2.25,617.24,94.87,3.19,0
6.75,1118.86,2.74,1122.0,33.2,1.17,1
7.92,2503.06,1.62,733.92,35.36,3.23,0
7.19,2585.71,1.83,1124.1,29.06,4.59,0
6.75,1614.97,0.5,1046.44,21.55,0.25,0
7.35,3197.96,0.24,871.59,65.63,5.02,0
7.57,2373.95,0.76,635.83,47.99,2.12,0
7.01,2432.63,1.39,1151.13,41.98,3.16,0
6.78,3219.46,0.0,578.05,98.26,3.55,1
8.14,3540.64,0.0,1059.11,45.28,4.77,0
8.24,1361.79,1.87,1039.3,52.96,3.95,0
8.08,3022.39,1.59,1044.04,56.43,1.53,0
7.77,1050.0,2.17,704.23,13.18,3.99,0
6.94,3106.28,1.86,169.74,197.88,3.36,0
7.8,1411.19,2.44,286.29,213.5,3.19,0
8.28,3618.8,2.59,522.24,199.48,0.45,0
7.61,3388.42,1.77,85.62,250.46,4.58,1
7.92,1738.3,1.68,261.11,232.91,3.18,0
8.25,1228.83,2.84,532.95,237.35,1.87,1
7.73,1335.57,2.05,302.81,187.65,2.02,0
8.44,3641.77,0.71,189.9,195.3,1.33,0
7.61,1689.1,0.97,168.24,179.87,2.73,0
7.01,3099.72,1.88,321.54,146.2,4.41,0
7.23,2636.01,1.62,14.0,144.35,0.89,0
7.33,2138.33,2.49,252.12,138.05,4.45,1
7.64,2295.02,0.86,134.79,226.43,1.41,0
